,Column1,Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status,Age,Age Group,Month_Year,Weak Num
7158,038943F9-0AA5-11ea-BE16-0050569953B7,Individual,Active,Mumbai  North East,MAHARASHTRA,400076.0,MALE,2/14/1944,M,11/19/2019,Couple without children,77.0,60+ Years,19-Nov,Weak: 47
7159,038B29E5-2DB6-11ea-8E86-0050569953B7,Individual,Active,Goa,MAHARASHTRA,403206.0,MALE,11/14/1955,M,1/3/2020,Couple without children,65.0,60+ Years,20-Jan,Weak: 1
7160,038FD56A-F6E2-11e9-84D4-0050569953B7,Individual,Active,Mumbai  North East,MAHARASHTRA,400078.0,MALE,1/10/1975,M,10/25/2019,couple with children,46.0,45-50 Years,19-Oct,Weak: 43
7161,0394FDD4-7E9A-11e9-8692-005056984FDD,Individual,Active,Pune,MAHARASHTRA,411004.0,MALE,10/21/1978,M,5/25/2019,Couple without children,42.0,40- 45Years,19-May,Weak: 21
7162,039BA240-BE8C-11e9-BE94-005056984FDD,Individual,Active,Nanded,MAHARASHTRA,431601.0,MALE,5/17/1979,M,8/14/2019,Couple without children,41.0,40- 45Years,19-Aug,Weak: 33
7163,039EBB77-6A6B-11e9-AB50-005056991469,Individual,Active,Pune,MAHARASHTRA,411060.0,FEMALE,8/7/1989,M,4/29/2019,Couple without children,31.0,30-35 Years,19-Apr,Weak: 18
7164,03A863FC-C296-11e9-B802-0050569973AB,Individual,Active,Vashi,MAHARASHTRA,400705.0,MALE,5/29/1982,M,8/20/2019,couple with children,38.0,35-40 Years,19-Aug,Weak: 34
7165,03B3E19A-7AFF-11e9-9522-0050569953B7,Individual,Active,Sholapur,MAHARASHTRA,413304.0,MALE,9/24/1986,M,5/20/2019,couple with children,34.0,30-35 Years,19-May,Weak: 21
7166,03C0D2C2-B12E-11e8-8394-0050569D3164,Individual,Active,Aurangabad(Maharashtra),MAHARASHTRA,431003.0,FEMALE,1/9/1995,M,9/7/2018,Couple without children,26.0,25-30 Years,18-Sep,Weak: 36
7167,03C0D311-B12E-11e8-8394-0050569D3164,Individual,Active,Jalgaon,MAHARASHTRA,431203.0,MALE,11/26/1982,M,9/7/2018,Couple without children,38.0,35-40 Years,18-Sep,Weak: 36
7168,03C0D333-B12E-11e8-8394-0050569D3164,Individual,Active,Navi Mumbai,MAHARASHTRA,400706.0,MALE,10/10/1985,M,9/7/2018,Couple without children,35.0,35-40 Years,18-Sep,Weak: 36
7169,03CFF447-174A-11ea-A558-005056981C55,Individual,Active,Mumbai  North West,MAHARASHTRA,400060.0,FEMALE,1/19/1994,M,12/5/2019,Couple without children,27.0,25-30 Years,19-Dec,Weak: 49
7170,03CFF4FE-174A-11ea-A558-005056981C55,Individual,Active,Mumbai G.P.O.,MAHARASHTRA,400001.0,FEMALE,3/21/1996,M,12/5/2019,Couple without children,25.0,25-30 Years,19-Dec,Weak: 49
7171,03D6A030-FC66-11e8-848E-0050569953B7,Individual,Active,Dhule,MAHARASHTRA,424002.0,MALE,10/26/1996,M,12/10/2018,Single/living alone,24.0,20-25 Years,18-Dec,Weak: 50
7172,03DB41C5-9B11-11e8-B594-0050568260A3,Individual,Active,Haveli,MAHARASHTRA,411057.0,FEMALE,9/24/1975,M,8/8/2018,Single/living alone,45.0,45-50 Years,18-Aug,Weak: 32
7173,03DB422E-9B11-11e8-B594-0050568260A3,Individual,Active,Pune,MAHARASHTRA,411052.0,MALE,9/21/1966,M,8/8/2018,Single/living alone,54.0,50-55 Years,18-Aug,Weak: 32
7174,03DB43F8-9B11-11e8-B594-0050568260A3,Individual,Active,Alibag,MAHARASHTRA,410206.0,MALE,12/9/1970,M,8/8/2018,couple with children,50.0,50-55 Years,18-Aug,Weak: 32
7175,03DE9C9D-BB23-11e8-80B4-00505682069A,Individual,Active,Nagpur City,MAHARASHTRA,440015.0,FEMALE,10/3/1979,M,9/18/2018,couple with children,41.0,40- 45Years,18-Sep,Weak: 38
7176,03E6930C-01FC-11ea-981E-005056984FDD,Individual,Active,Pune City West,MAHARASHTRA,411045.0,FEMALE,1/27/1992,M,11/8/2019,couple with children,29.0,25-30 Years,19-Nov,Weak: 45
7177,03E8C2D8-8DE6-11e8-B9A4-0050569D5A2F,Individual,Active,Pune Moffusil,MAHARASHTRA,412308.0,FEMALE,8/5/1985,M,7/23/2018,couple with children,35.0,35-40 Years,18-Jul,Weak: 30
7178,03EE2178-C3BE-11e9-8CD8-005056991469,Individual,Active,Goa,MAHARASHTRA,403708.0,MALE,9/8/1985,M,8/21/2019,Couple without children,35.0,35-40 Years,19-Aug,Weak: 34
7179,03EE71C5-B15E-11e8-8ED8-0050569D7549,Individual,Active,Pune,MAHARASHTRA,411021.0,MALE,10/27/1986,M,9/6/2018,Couple without children,34.0,30-35 Years,18-Sep,Weak: 36
7180,03EE73C1-B15E-11e8-8ED8-0050569D7549,Individual,Active,Nagpur City,MAHARASHTRA,440010.0,MALE,5/2/1963,M,9/6/2018,Couple without children,57.0,55-60 Years,18-Sep,Weak: 36
7181,03F21E46-B359-11e8-8DB8-0050569D7549,Individual,Active,Nagpur,MAHARASHTRA,440001.0,MALE,2/26/1974,M,9/8/2018,Single/living alone,47.0,45-50 Years,18-Sep,Weak: 36
7182,0401120D-8E4F-11e9-9CC0-005056984FDD,Individual,Active,Pune,MAHARASHTRA,411051.0,FEMALE,3/29/1987,M,6/14/2019,couple with children,34.0,30-35 Years,19-Jun,Weak: 24
7183,0406EF85-A079-11e9-9D3A-005056981C55,Individual,Active,Nagpur,MAHARASHTRA,440025.0,FEMALE,6/9/1992,M,7/7/2019,couple with children,28.0,25-30 Years,19-Jul,Weak: 28
7184,04107B9A-BE20-11e8-A72E-0050568252F9,Individual,Active,Sangli,MAHARASHTRA,416416.0,FEMALE,9/15/1989,M,9/22/2018,Couple without children,31.0,30-35 Years,18-Sep,Weak: 38
7185,0421286B-A9FA-11e8-831A-0050568252F9,Individual,Active,Nashik,MAHARASHTRA,422002.0,MALE,8/15/1982,M,8/27/2018,Couple without children,38.0,35-40 Years,18-Aug,Weak: 35
7186,04212C1C-A9FA-11e8-831A-0050568252F9,Individual,Active,Nagpur City,MAHARASHTRA,440012.0,FEMALE,8/28/1986,M,8/27/2018,Couple without children,34.0,30-35 Years,18-Aug,Weak: 35
7187,04212C53-A9FA-11e8-831A-0050568252F9,Individual,Active,Hingoli,MAHARASHTRA,431513.0,MALE,7/12/1974,M,8/27/2018,Couple without children,46.0,45-50 Years,18-Aug,Weak: 35
7188,042EFF70-052C-11ea-B96C-0050569953B7,Individual,Active,Thane Central,MAHARASHTRA,421201.0,MALE,2/10/1995,M,11/12/2019,Single/living alone,26.0,25-30 Years,19-Nov,Weak: 46
7189,042F01F4-052C-11ea-B96C-0050569953B7,Individual,Active,Thane Central,MAHARASHTRA,400607.0,FEMALE,8/14/1976,M,11/12/2019,Single/living alone,44.0,40- 45Years,19-Nov,Weak: 46
7190,042F0248-052C-11ea-B96C-0050569953B7,Individual,Active,Mumbai  West,MAHARASHTRA,400034.0,FEMALE,12/16/1986,M,11/12/2019,Single/living alone,34.0,30-35 Years,19-Nov,Weak: 46
7191,0433207E-F282-11e9-AE80-005056991469,Individual,Active,Pune City East,MAHARASHTRA,411057.0,FEMALE,9/16/1988,M,10/19/2019,couple with children,32.0,30-35 Years,19-Oct,Weak: 42
7192,0434494B-2E40-11e9-903C-005056981C55,Individual,Active,Nashik,MAHARASHTRA,422209.0,FEMALE,5/23/1995,M,2/12/2019,couple with children,25.0,25-30 Years,19-Feb,Weak: 7
7193,04344A70-2E40-11e9-903C-005056981C55,Individual,Active,Yeotamal,MAHARASHTRA,445001.0,MALE,11/8/1983,M,2/12/2019,couple with children,37.0,35-40 Years,19-Feb,Weak: 7
7194,04372DE9-FB6A-11e9-82B0-005056991469,Individual,Active,Sangli,MAHARASHTRA,416416.0,MALE,1/23/1981,M,10/31/2019,couple with children,40.0,40- 45Years,19-Oct,Weak: 44
7195,04372E7C-FB6A-11e9-82B0-005056991469,Individual,Active,Pune,MAHARASHTRA,411035.0,FEMALE,9/6/1986,M,10/31/2019,couple with children,34.0,30-35 Years,19-Oct,Weak: 44
7196,043D85EC-FAEB-11e9-A0E2-005056981C55,Individual,Active,Nagpur,MAHARASHTRA,440015.0,MALE,12/16/1965,M,10/30/2019,Couple without children,55.0,55-60 Years,19-Oct,Weak: 44
7197,043D8945-FAEB-11e9-A0E2-005056981C55,Individual,Active,Pune,MAHARASHTRA,411004.0,FEMALE,12/3/1996,M,10/30/2019,Couple without children,24.0,20-25 Years,19-Oct,Weak: 44
7198,045A93A6-55E0-11e9-8CD8-0050569973AB,Individual,Active,Pune City West,MAHARASHTRA,411045.0,FEMALE,9/28/1981,M,4/4/2019,couple with children,39.0,35-40 Years,19-Apr,Weak: 14
7199,045C80E5-9E30-11e8-9E8A-0050569D5A2F,Individual,Active,Navi Mumbai,MAHARASHTRA,400706.0,MALE,2/13/1999,M,8/12/2018,couple with children,22.0,20-25 Years,18-Aug,Weak: 33
7200,0461434D-E79F-11e9-87B4-005056981C55,Individual,Active,Goa,MAHARASHTRA,403708.0,FEMALE,6/7/1972,M,10/5/2019,couple with children,48.0,45-50 Years,19-Oct,Weak: 40
7201,0461DFC2-5E92-11e9-97DC-0050569973AB,Individual,Active,Digha,MAHARASHTRA,400708.0,MALE,6/26/1990,M,4/14/2019,couple with children,30.0,30-35 Years,19-Apr,Weak: 16
7202,0466292D-1E6A-11e8-8044-00505682069A,Individual,Active,Nagpur City,MAHARASHTRA,440022.0,MALE,11/14/1967,M,3/4/2018,Couple without children,53.0,50-55 Years,18-Mar,Weak: 10
7203,0475FD71-0263-11ea-9522-005056981C55,Individual,Active,Mumbai  North,MAHARASHTRA,400050.0,MALE,5/31/1960,M,11/9/2019,Couple without children,60.0,60+ Years,19-Nov,Weak: 45
7204,0475FDA7-0263-11ea-9522-005056981C55,Individual,Active,Mumbai  East,MAHARASHTRA,400033.0,MALE,4/9/1981,M,11/9/2019,Couple without children,39.0,35-40 Years,19-Nov,Weak: 45
7205,00112DAD-47B1-11e9-A5AC-005056981C55,Individual,Active,Kengeri,KARNATAKA,560060.0,MALE,7/16/1985,M,3/16/2019,Couple without children,35.0,35-40 Years,19-Mar,Weak: 11
7206,005AF364-A1B6-11e9-AFA8-005056984FDD,Individual,Active,Byatarayanapura,KARNATAKA,560092.0,MALE,3/16/1987,M,7/9/2019,Couple without children,34.0,30-35 Years,19-Jul,Weak: 28
7207,00602C19-611D-11ea-B888-0050569973AB,Individual,Active,Bangalore South,KARNATAKA,560035.0,MALE,12/7/1987,M,3/8/2020,Single/living alone,33.0,30-35 Years,20-Mar,Weak: 11
7208,00616524-2146-11e9-A6F4-0050569973AB,Individual,Active,Chikamaglur,KARNATAKA,577101.0,FEMALE,10/14/1978,M,1/26/2019,couple with children,42.0,40- 45Years,19-Jan,Weak: 4
7209,00692326-B907-11e8-9FCC-0050568252F9,Individual,Active,Sandur,KARNATAKA,583275.0,MALE,8/2/1968,M,9/15/2018,couple with children,52.0,50-55 Years,18-Sep,Weak: 37
7210,008257DC-282A-11ea-9C7E-0050569953B7,Individual,Active,Bangalore East,KARNATAKA,560094.0,FEMALE,2/13/1990,M,12/27/2019,Single/living alone,31.0,30-35 Years,19-Dec,Weak: 52
7211,0083FA07-AF30-11e8-9606-0050569D3164,Individual,Active,Bidar,KARNATAKA,585401.0,FEMALE,9/12/1981,M,9/3/2018,Single/living alone,39.0,35-40 Years,18-Sep,Weak: 36
7212,008A9BE2-6663-11e9-A8C6-005056991469,Individual,Active,Koduru,KARNATAKA,571236.0,MALE,3/26/1996,M,4/24/2019,couple with children,25.0,25-30 Years,19-Apr,Weak: 17
7213,00A27D5D-25B8-11ea-9034-005056991469,Individual,Active,Mahadevapura,KARNATAKA,560048.0,FEMALE,8/31/1987,M,12/24/2019,couple with children,33.0,30-35 Years,19-Dec,Weak: 52
7214,00AB155C-8B65-11e8-B45C-0050568252F9,Business,Active,Byatarayanapura,KARNATAKA,560092.0,MALE,1/1/1900,M,8/5/2018,Couple without children,121.0,60+ Years,18-Aug,Weak: 32
7215,00BCA2F8-186F-11ea-B888-0050569857FB,Individual,Active,Bangalore East,KARNATAKA,560032.0,FEMALE,10/24/1988,M,12/7/2019,Single/living alone,32.0,30-35 Years,19-Dec,Weak: 49
7216,00C421FF-B4C5-11e8-9238-0050568252F9,Individual,Active,Mysore,KARNATAKA,570008.0,FEMALE,9/21/1991,M,9/10/2018,couple with children,29.0,25-30 Years,18-Sep,Weak: 37
7217,00D809A7-C883-11e9-A1D4-0050569973AB,Individual,Active,Gulbarga,KARNATAKA,585223.0,FEMALE,1/1/1985,M,8/27/2019,Couple without children,36.0,35-40 Years,19-Aug,Weak: 35
7218,00E14A1C-3D00-11ea-931E-0050569973AB,Business,Active,Bangalore South,KARNATAKA,560095.0,Not Mention,1/1/1900,M,1/22/2020,Couple without children,121.0,60+ Years,20-Jan,Weak: 4
7219,00E4D6BF-477E-11ea-A536-0050569973AB,Individual,Active,Bangalore East,KARNATAKA,560067.0,MALE,4/9/1990,M,2/4/2020,Couple without children,30.0,30-35 Years,20-Feb,Weak: 6
7220,00E9B98C-7F53-11e8-AA30-0050568260A3,Individual,Active,Tumkur,KARNATAKA,572201.0,MALE,9/8/1981,M,7/4/2018,Single/living alone,39.0,35-40 Years,18-Jul,Weak: 27
7221,00EB55C8-06E5-11e9-8738-0050569953B7,Individual,Active,Bidar,KARNATAKA,585403.0,MALE,4/25/1971,M,12/24/2018,Single/living alone,49.0,45-50 Years,18-Dec,Weak: 52
7222,00EB560E-06E5-11e9-8738-0050569953B7,Individual,Active,Mysore,KARNATAKA,570020.0,MALE,12/6/1966,M,12/24/2018,Single/living alone,54.0,50-55 Years,18-Dec,Weak: 52
7223,00F73734-514B-11ea-B196-0050569953B7,Individual,Active,Bangalore East,KARNATAKA,560043.0,FEMALE,12/9/1980,M,2/17/2020,couple with children,40.0,40- 45Years,20-Feb,Weak: 8
7224,00FBA4AD-B97A-11e8-BBAA-00505682069A,Individual,Active,Shimoga,KARNATAKA,577201.0,MALE,8/22/1977,M,9/16/2018,couple with children,43.0,40- 45Years,18-Sep,Weak: 38
7225,011D6863-1BD1-11e9-B6AA-0050569857FB,Individual,Active,Gulbarga,KARNATAKA,585104.0,FEMALE,4/15/1997,M,1/19/2019,Single/living alone,23.0,20-25 Years,19-Jan,Weak: 3
7226,01387543-4A1F-11ea-ABD6-0050569953B7,Individual,InActive,Bangalore East,KARNATAKA,560006.0,FEMALE,10/30/1987,M,2/8/2020,Couple without children,33.0,30-35 Years,20-Feb,Weak: 6
7227,01387630-4A1F-11ea-ABD6-0050569953B7,Individual,Active,Bangalore East,KARNATAKA,560036.0,MALE,4/5/1990,M,2/8/2020,Couple without children,30.0,30-35 Years,20-Feb,Weak: 6
7228,0139E4F8-25CF-11ea-9B32-0050569953B7,Business,Active,Bangalore South,KARNATAKA,560030.0,Not Mention,1/1/1900,M,12/24/2019,Couple without children,121.0,60+ Years,19-Dec,Weak: 52
7229,014F14A9-EE30-11e8-923E-005056991469,Individual,Active,Mysore,KARNATAKA,570023.0,MALE,4/7/1965,M,11/22/2018,Couple without children,55.0,55-60 Years,18-Nov,Weak: 47
7230,015EF814-CF3B-11e7-8AF0-0050569D5A2F,Individual,Active,Bangalore HQ,KARNATAKA,560078.0,FEMALE,10/2/1968,U,11/23/2017,Single/living alone,52.0,50-55 Years,17-Nov,Weak: 47
7231,015EF8B0-CF3B-11e7-8AF0-0050569D5A2F,Individual,Active,Bangalore HQ,KARNATAKA,560024.0,MALE,8/4/1976,U,11/23/2017,couple with children,44.0,40- 45Years,17-Nov,Weak: 47
7232,015EF94B-CF3B-11e7-8AF0-0050569D5A2F,Individual,Active,Bangalore HQ,KARNATAKA,560038.0,MALE,8/16/1982,U,11/23/2017,couple with children,38.0,35-40 Years,17-Nov,Weak: 47
7233,015EF9B3-CF3B-11e7-8AF0-0050569D5A2F,Individual,Active,Bangalore HQ,KARNATAKA,560079.0,MALE,3/5/1979,U,11/23/2017,couple with children,42.0,40- 45Years,17-Nov,Weak: 47
7234,016640EE-5EC4-11e9-AC8C-0050569857FB,Individual,Active,Gulbarga,KARNATAKA,585103.0,MALE,1/28/1990,M,4/14/2019,couple with children,31.0,30-35 Years,19-Apr,Weak: 16
7235,0182259A-D6E5-11e7-9ED6-0050568252F9,Individual,Active,South Karnataka,KARNATAKA,563130.0,MALE,1/14/1970,U,12/2/2017,Single/living alone,51.0,50-55 Years,17-Dec,Weak: 48
7236,018AEF6D-37ED-11e9-AFDC-0050569953B7,Individual,Active,Bellary,KARNATAKA,583227.0,MALE,7/5/1980,M,2/24/2019,couple with children,40.0,40- 45Years,19-Feb,Weak: 9
7237,018C476D-F394-11e8-B252-005056991469,Individual,Active,Shimoga,KARNATAKA,577201.0,MALE,3/4/1989,M,11/29/2018,couple with children,32.0,30-35 Years,18-Nov,Weak: 48
7238,018E249D-AE62-11e8-84DA-0050568252F9,Individual,Active,Udupi,KARNATAKA,576107.0,MALE,1/24/1967,M,9/2/2018,couple with children,54.0,50-55 Years,18-Sep,Weak: 36
7239,019334A4-93B8-11e9-9522-0050569857FB,Individual,Active,Gulbarga,KARNATAKA,585101.0,MALE,6/3/1990,M,6/21/2019,couple with children,30.0,30-35 Years,19-Jun,Weak: 25
7240,01A52E98-34F3-11e9-91B6-005056984FDD,Individual,Active,Byatarayanapura,KARNATAKA,560092.0,MALE,6/30/1987,M,2/20/2019,Couple without children,33.0,30-35 Years,19-Feb,Weak: 8
7241,01BDD48C-D43A-11e9-9EA4-005056991469,Individual,Active,Channapatna,KARNATAKA,562123.0,MALE,3/2/1992,M,9/11/2019,couple with children,29.0,25-30 Years,19-Sep,Weak: 37
7242,01C594C8-08AD-11e9-96C0-005056991469,Individual,Active,Mangalore,KARNATAKA,575020.0,FEMALE,6/9/1977,M,12/26/2018,couple with children,43.0,40- 45Years,18-Dec,Weak: 52
7243,01D37071-A3A7-11e8-BB44-0050568252F9,Individual,Active,Mysore,KARNATAKA,570002.0,FEMALE,3/26/1978,M,8/19/2018,Couple without children,43.0,40- 45Years,18-Aug,Weak: 34
7244,01E18E42-E3AC-11e9-9CAA-0050569953B7,Business,Active,Mysore,KARNATAKA,570022.0,Not Mention,1/1/1900,M,10/6/2019,couple with children,121.0,60+ Years,19-Oct,Weak: 41
7245,01F68E1E-9BED-11e8-816A-0050569D7549,Individual,Active,Kengeri,KARNATAKA,560060.0,FEMALE,4/8/1984,M,8/9/2018,Couple without children,36.0,35-40 Years,18-Aug,Weak: 32
7246,029ADE80-8DE2-11e9-B9E0-0050569857FB,Individual,Active,Mangalore,KARNATAKA,575006.0,MALE,6/7/1987,M,6/13/2019,Single/living alone,33.0,30-35 Years,19-Jun,Weak: 24
7247,02A56300-5ACD-11ea-9A36-005056984FDD,Individual,Active,Mahadevapura,KARNATAKA,560048.0,FEMALE,7/4/1983,M,2/29/2020,couple with children,37.0,35-40 Years,20-Feb,Weak: 9
7248,02B63DA8-A336-11e9-BEE6-005056991469,Individual,Active,Mangalore,KARNATAKA,575002.0,FEMALE,10/15/1974,M,7/10/2019,Couple without children,46.0,45-50 Years,19-Jul,Weak: 28
7249,02BD2AF8-BACE-11e8-B2C8-00505682069A,Individual,Active,Kengeri,KARNATAKA,560060.0,FEMALE,4/4/1983,M,9/18/2018,Couple without children,37.0,35-40 Years,18-Sep,Weak: 38
7250,02D557C8-A66A-11e9-8D1A-0050569857FB,Individual,Active,Mysuru,KARNATAKA,570032.0,FEMALE,6/25/1966,M,7/15/2019,couple with children,54.0,50-55 Years,19-Jul,Weak: 29
7251,02F66DFC-5933-11ea-89A2-005056981C55,Individual,Active,Bangalore East,KARNATAKA,560032.0,MALE,7/18/1975,M,2/27/2020,Single/living alone,45.0,45-50 Years,20-Feb,Weak: 9
7252,02F66E3A-5933-11ea-89A2-005056981C55,Individual,Active,Bangalore South,KARNATAKA,560070.0,MALE,1/26/1986,M,2/27/2020,Single/living alone,35.0,35-40 Years,20-Feb,Weak: 9
7253,0308A5AD-11B2-11e9-85AE-0050569973AB,Individual,Active,Mahadevapura,KARNATAKA,560048.0,MALE,10/7/1975,M,1/6/2019,couple with children,45.0,45-50 Years,19-Jan,Weak: 2
7254,031C24D0-36E8-11ea-95CE-0050569973AB,Individual,Active,Bangalore East,KARNATAKA,560037.0,MALE,6/20/1989,M,1/14/2020,Couple without children,31.0,30-35 Years,20-Jan,Weak: 3
7255,0325343D-5203-11e9-8CB4-0050569973AB,Individual,Active,Gulbarga,KARNATAKA,585103.0,MALE,3/22/1978,M,3/29/2019,Couple without children,43.0,40- 45Years,19-Mar,Weak: 13
7256,032536FF-5203-11e9-8CB4-0050569973AB,Individual,Active,Dharwar,KARNATAKA,580029.0,MALE,10/4/1972,M,3/29/2019,Couple without children,48.0,45-50 Years,19-Mar,Weak: 13
7257,0329AA06-631B-11ea-9390-005056984FDD,Individual,Active,Mangalore,KARNATAKA,575001.0,FEMALE,3/8/1990,M,3/11/2020,Couple without children,31.0,30-35 Years,20-Mar,Weak: 11
7258,0329AB1F-631B-11ea-9390-005056984FDD,Business,Active,Bangalore East,KARNATAKA,560092.0,Not Mention,1/1/1900,M,3/11/2020,Couple without children,121.0,60+ Years,20-Mar,Weak: 11
7259,032C8C97-2B50-11ea-8E02-005056984FDD,Individual,Active,Bangalore East,KARNATAKA,560008.0,FEMALE,11/8/1995,M,12/31/2019,Couple without children,25.0,25-30 Years,19-Dec,Weak: 53
7260,034DACC2-9E0F-11e8-99C2-0050569D3164,Individual,Active,Mahadevapura,KARNATAKA,560048.0,MALE,1/1/1987,M,8/12/2018,couple with children,34.0,30-35 Years,18-Aug,Weak: 33
7261,036A0252-CD38-11e7-95F4-0050569D3164,Individual,Active,Bangalore HQ,KARNATAKA,560064.0,FEMALE,3/6/1982,U,11/21/2017,couple with children,39.0,35-40 Years,17-Nov,Weak: 47
7262,0371436B-CD1D-11e8-A128-0050569D7549,Business,Active,Bijapur,KARNATAKA,586101.0,Not Mention,1/1/1900,M,10/11/2018,couple with children,121.0,60+ Years,18-Oct,Weak: 41
7263,0384D829-B695-11e8-A564-0050569D7549,Individual,Active,Dharwad,KARNATAKA,580020.0,MALE,11/27/1996,M,9/12/2018,Couple without children,24.0,20-25 Years,18-Sep,Weak: 37
7264,038A3C88-CB0B-11e8-90A6-0050569D3164,Individual,Active,Channapatna,KARNATAKA,562125.0,MALE,5/1/1953,M,10/8/2018,Couple without children,67.0,60+ Years,18-Oct,Weak: 41
7265,038FD773-F6E2-11e9-84D4-0050569953B7,Individual,Active,Udupi,KARNATAKA,576102.0,FEMALE,9/2/1980,M,10/25/2019,couple with children,40.0,40- 45Years,19-Oct,Weak: 43
7266,03938D91-BF9A-11e8-A61C-00505682069A,Individual,Active,Channapatna,KARNATAKA,562157.0,MALE,1/24/1984,M,9/24/2018,couple with children,37.0,35-40 Years,18-Sep,Weak: 39
7267,039AB21A-621B-11ea-AB7E-0050569973AB,Individual,Active,Bangalore South,KARNATAKA,560100.0,FEMALE,2/27/1991,M,3/9/2020,Couple without children,30.0,30-35 Years,20-Mar,Weak: 11
7268,039AE96F-D66E-11e7-82DA-0050569D3164,Individual,Active,Bangalore HQ,KARNATAKA,560102.0,MALE,5/21/1987,U,12/1/2017,Couple without children,33.0,30-35 Years,17-Dec,Weak: 48
7269,039AEC03-D66E-11e7-82DA-0050569D3164,Individual,Active,South Karnataka,KARNATAKA,570008.0,FEMALE,11/3/1990,U,12/2/2017,Couple without children,30.0,30-35 Years,17-Dec,Weak: 48
7270,039B9EB2-BE8C-11e9-BE94-005056984FDD,Individual,Active,Mysore,KARNATAKA,570028.0,MALE,10/24/1997,M,8/14/2019,Couple without children,23.0,20-25 Years,19-Aug,Weak: 33
7271,03A860FB-C296-11e9-B802-0050569973AB,Individual,Active,Mysore,KARNATAKA,570011.0,FEMALE,11/3/1991,M,8/19/2019,Single/living alone,29.0,25-30 Years,19-Aug,Weak: 34
7272,03AEA38F-78AE-11ea-94B2-0050569857FB,Individual,Active,Bangalore East,KARNATAKA,560036.0,FEMALE,2/23/1992,M,4/7/2020,couple with children,29.0,25-30 Years,20-Apr,Weak: 15
7273,03D29400-6A84-11e9-8586-0050569857FB,Business,Active,BANGLORE,KARNATAKA,560100.0,Not Mention,1/1/1900,M,5/17/2019,Couple without children,121.0,60+ Years,19-May,Weak: 20
7274,03DB41E9-9B11-11e8-B594-0050568260A3,Individual,Active,Raichur,KARNATAKA,583231.0,MALE,2/21/1979,M,8/8/2018,Single/living alone,42.0,40- 45Years,18-Aug,Weak: 32
7275,03EAA487-73D8-11e9-A89A-005056991469,Individual,Active,Belgaum,KARNATAKA,590006.0,FEMALE,7/18/1992,M,5/11/2019,couple with children,28.0,25-30 Years,19-May,Weak: 19
7276,03EE7267-B15E-11e8-8ED8-0050569D7549,Individual,Active,Mangalore,KARNATAKA,575002.0,MALE,5/10/1987,M,9/6/2018,Couple without children,33.0,30-35 Years,18-Sep,Weak: 36
7277,04041050-4BF4-11ea-87C4-0050569953B7,Individual,Active,Bangalore East,KARNATAKA,560038.0,FEMALE,12/23/1984,M,2/10/2020,couple with children,36.0,35-40 Years,20-Feb,Weak: 7
7278,04107C3F-BE20-11e8-A72E-0050568252F9,Individual,Active,Sedam,KARNATAKA,585222.0,MALE,7/20/1962,M,9/22/2018,Couple without children,58.0,55-60 Years,18-Sep,Weak: 38
7279,04212842-A9FA-11e8-831A-0050568252F9,Individual,Active,Bangalore East,KARNATAKA,560087.0,MALE,10/1/1988,M,8/27/2018,Couple without children,32.0,30-35 Years,18-Aug,Weak: 35
7280,04253FE6-F174-11e8-9994-0050569953B7,Individual,Active,Mangalore,KARNATAKA,575002.0,FEMALE,9/13/1978,M,11/26/2018,Single/living alone,42.0,40- 45Years,18-Nov,Weak: 48
7281,04343096-9F96-11e8-A89C-0050568252F9,Individual,Active,Gulbarga,KARNATAKA,585102.0,MALE,5/27/1999,M,8/14/2018,couple with children,21.0,20-25 Years,18-Aug,Weak: 33
7282,043434FB-9F96-11e8-A89C-0050568252F9,Individual,Active,Mangalore,KARNATAKA,575003.0,MALE,10/31/1985,M,8/14/2018,couple with children,35.0,35-40 Years,18-Aug,Weak: 33
7283,0469D3E5-9E40-11e8-9C86-0050569D7549,Individual,Active,Bellary,KARNATAKA,583104.0,MALE,10/20/1976,M,8/12/2018,Couple without children,44.0,40- 45Years,18-Aug,Weak: 33
7284,0475FCC7-0263-11ea-9522-005056981C55,Individual,Active,Bangalore West,KARNATAKA,560073.0,MALE,1/1/1986,M,11/9/2019,Couple without children,35.0,35-40 Years,19-Nov,Weak: 45
7285,0011F54F-2918-11e8-8C6A-00505682069A,Individual,Active,Bangalore,KARNATAKA,560038.0,FEMALE,1/6/1983,M,3/17/2018,Couple without children,38.0,35-40 Years,18-Mar,Weak: 11
7286,00321535-C018-11e8-8CEA-0050569D7549,Individual,Active,Bangalore,KARNATAKA,560016.0,FEMALE,10/26/1989,M,9/24/2018,couple with children,31.0,30-35 Years,18-Sep,Weak: 39
7287,0042124C-AA2D-11e8-9008-00505682069A,Individual,Active,Bangalore,KARNATAKA,560059.0,FEMALE,3/15/1973,M,8/27/2018,couple with children,48.0,45-50 Years,18-Aug,Weak: 35
7288,00444D32-A9F4-11e8-9E9E-0050569D5A2F,Individual,Active,Bangalore,KARNATAKA,560103.0,FEMALE,3/18/1980,M,8/27/2018,couple with children,41.0,40- 45Years,18-Aug,Weak: 35
7289,00545D28-D0D5-11e9-841E-005056991469,Individual,Active,Bangalore,KARNATAKA,560037.0,FEMALE,1/21/1987,M,9/7/2019,Couple without children,34.0,30-35 Years,19-Sep,Weak: 36
